wafer_id,progress_pct,Q_score,Q_threshold,Q_ratio,q_delta,spc_state,spc_level,rule_hit,rule_message,lamp_color,blink,progress_resolution,raw_recalc_source
2901,80,6.530306616977447,10.151673101747802,0.6432739265267645,1.1828549086996567,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2901,85,5.062279672548301,11.475494341625627,0.4411382657551966,-1.4680269444291465,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2901,90,5.950241646913726,11.586562824450901,0.51354674695735,0.8879619743654255,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2901,95,4.880951957798963,10.397540408495178,0.4694333242322428,-1.069289689114763,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2901,100,5.641940011363478,12.187401324154148,0.46293215930960985,0.7609880535645148,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2903,5,5.181045198947748,11.69254604344812,0.4431066749444985,0.0,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2903,10,5.024888229363913,13.055050734346569,0.38489993885231877,-0.15615696958383474,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2903,15,3.5044687149691955,11.792443012925332,0.2971791944322356,-1.520419514394718,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2903,20,6.579734200096255,12.885486143188228,0.5106314288013541,3.0752654851270598,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2903,25,5.019204713713633,15.443041862669942,0.32501399389756397,-1.560529486382622,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2903,30,3.214423647660521,16.24370481392083,0.19788734678961692,-1.8047810660531125,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2903,35,3.4968197743159473,11.527792806983255,0.30333818735861207,0.28239612665542646,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2903,40,3.3635170603532334,12.37417556094375,0.27181746725570993,-0.13330271396271387,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2903,45,4.680972501053367,10.31627116111342,0.45374655512139106,1.317455440700134,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2903,50,4.714996533093906,10.211957110502427,0.4617133113734679,0.03402403204053872,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2903,55,4.895255624484896,12.961395176452617,0.37767968323180706,0.18025909139099028,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2903,60,7.265265502740289,21.187240366912285,0.34290758857327724,2.3700098782553924,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2903,65,9.267863998163117,14.171231618919798,0.6539914276603687,2.002598495422828,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2903,70,8.638101622097127,16.22975639265628,0.5322385261436048,-0.6297623760659903,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2903,75,10.013927831494517,11.469190456891882,0.8731154887638218,1.37582620939739,관찰,2,R2: Q_ratio>=0.80,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2903,80,8.813750744040453,10.151673101747802,0.8682067138788186,-1.2001770874540636,관찰,2,R2: Q_ratio>=0.80,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2903,85,8.64982545194212,11.475494341625627,0.7537649529019574,-0.16392529209833384,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2903,90,7.9270117256809645,11.586562824450901,0.6841555900385525,-0.7228137262611547,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2903,95,7.125775324771831,10.397540408495178,0.6853327849488141,-0.8012364009091337,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2903,100,7.1086078316975305,12.187401324154148,0.5832751086656199,-0.01716749307430021,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,5,3.7294986290956773,11.69254604344812,0.3189637753178222,0.0,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,10,3.417280186400946,13.055050734346569,0.26175924214606183,-0.3122184426947312,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,15,4.11362650131656,11.792443012925332,0.3488358177188341,0.6963463149156137,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,20,3.9533784849988445,12.885486143188228,0.3068086404399073,-0.16024801631771535,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,25,4.750226007317479,15.443041862669942,0.30759652467174065,0.7968475223186342,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,30,5.400630040233238,16.24370481392083,0.3324752636236597,0.650404032915759,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2904,35,4.194288503166186,11.527792806983255,0.36384141989656416,-1.2063415370670514,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,40,6.692260073658878,12.37417556094375,0.5408247232875428,2.497971570492692,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,45,7.771188035049898,10.31627116111342,0.7532942779114741,1.0789279613910194,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2904,50,6.810280955716667,10.211957110502427,0.6668928278902263,-0.9609070793332304,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,55,6.3681472752086545,12.961395176452617,0.49131649706799096,-0.4421336805080127,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,60,4.608768933239554,21.187240366912285,0.21752568307276965,-1.759378341969101,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,65,3.7934422346474785,14.171231618919798,0.2676861360153701,-0.8153266985920751,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,70,5.059185881390458,16.22975639265628,0.3117228477735909,1.2657436467429792,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,75,4.400701003213356,11.469190456891882,0.38369761316230977,-0.6584848781771013,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,80,4.18387208284763,10.151673101747802,0.41213621054516597,-0.21682892036572632,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,85,6.426178796855322,11.475494341625627,0.5599914570604011,2.242306714007692,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,90,7.386599805253363,11.586562824450901,0.6375143273435296,0.9604210083980407,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2904,95,6.982983244698514,10.397540408495178,0.6715995293457245,-0.4036165605548492,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2904,100,5.515390195873256,12.187401324154148,0.4525485006342027,-1.4675930488252575,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,5,5.3414309287614055,11.69254604344812,0.45682359589718774,0.0,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,10,5.531070538351669,13.055050734346569,0.4236728489916902,0.18963960959026327,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,15,5.144748950029577,11.792443012925332,0.4362750741632227,-0.38632158832209207,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,20,3.341792362374575,12.885486143188228,0.25934546242488316,-1.8029565876550016,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,25,3.8278321419954584,15.443041862669942,0.24786775662691016,0.4860397796208833,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,30,6.721313571628037,16.24370481392083,0.4137795933023778,2.8934814296325784,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2905,35,5.816517820897471,11.527792806983255,0.5045647435104808,-0.9047957507305657,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,40,5.957742739046176,12.37417556094375,0.48146583258851006,0.14122491814870486,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,45,7.716639399284018,10.31627116111342,0.7480066468562244,1.7588966602378422,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2905,50,4.987404083130436,10.211957110502427,0.48838866332499276,-2.7292353161535825,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,55,4.091603253395528,12.961395176452617,0.315676144249415,-0.8958008297349078,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,60,4.334355781185536,21.187240366912285,0.2045738711660825,0.24275252779000844,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,65,3.9036427998048877,14.171231618919798,0.2754624936475665,-0.4307129813806485,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,70,5.468002563211069,16.22975639265628,0.33691217729461775,1.5643597634061814,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,75,5.383415511309004,11.469190456891882,0.46938060114557506,-0.08458705190206484,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,80,5.73797004881661,10.151673101747802,0.5652240760026749,0.3545545375076058,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,85,5.236473420825153,11.475494341625627,0.4563178948928269,-0.5014966279914574,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,90,4.9434439288648395,11.586562824450901,0.42665318470744273,-0.29302949196031314,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,95,3.5380476021040717,10.397540408495178,0.3402773601354177,-1.4053963267607679,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2905,100,5.021068867967083,12.187401324154148,0.4119884735407746,1.483021265863011,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,5,3.565617800995997,11.69254604344812,0.3049479375789142,0.0,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,10,19.172286764416473,13.055050734346569,1.4685723674727706,15.606668963420475,긴급 경고,5,R5: Q_ratio>=1.20,SPC Rule 기준 긴급 경고 - 점검 필요,red,True,5,raw_ev_oes_rfm_recalculated
2906,15,11.394791041078003,11.792443012925332,0.9662790847145519,-7.77749572333847,주의,3,R3: Q_ratio>=0.95,현재 진행률 기준 주의 - 추가 확인 필요,orange,True,5,raw_ev_oes_rfm_recalculated
2906,20,9.0003952561953,12.885486143188228,0.6984909343876996,-2.394395784882702,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,25,8.156982096905624,15.443041862669942,0.5281978880484215,-0.8434131592896765,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,30,6.234188979829995,16.24370481392083,0.3837910779126758,-1.9227931170756287,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,35,4.599754913118872,11.527792806983255,0.39901436381927796,-1.6344340667111235,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,40,5.499813506854467,12.37417556094375,0.44445898474346596,0.9000585937355954,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,45,5.710547917965186,10.31627116111342,0.5535476751998107,0.21073441111071833,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2906,50,5.317501153335746,10.211957110502427,0.5207132282084297,-0.39304676462943977,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,55,5.00033642545154,12.961395176452617,0.3857868969642876,-0.31716472788420624,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,60,3.986226732505187,21.187240366912285,0.18814280026437055,-1.0141096929463527,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,65,4.271016362619751,14.171231618919798,0.3013863916328614,0.2847896301145636,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,70,3.2970430682866882,16.22975639265628,0.20314803183235394,-0.9739732943330623,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,75,3.8917040634547435,11.469190456891882,0.3393181129986557,0.5946609951680553,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,80,3.7097282370158147,10.151673101747802,0.36543023005509456,-0.18197582643892884,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,85,3.5977551571274264,11.475494341625627,0.31351635494055463,-0.11197307988838823,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,90,4.239881612232955,11.586562824450901,0.3659309215745686,0.6421264551055281,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,95,3.493785702872516,10.397540408495178,0.33602040151899415,-0.7460959093604385,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2906,100,3.3278615088651757,12.187401324154148,0.2730575140961104,-0.16592419400734038,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,5,1.96908593048699,11.69254604344812,0.1684052321171197,0.0,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,10,4.7653934156232385,13.055050734346569,0.3650229717672373,2.796307485136248,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,15,7.454618016396474,11.792443012925332,0.6321521340595582,2.689224600773236,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2907,20,7.398549186088243,12.885486143188228,0.5741769541228683,-0.05606883030823173,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,25,5.449932095295409,15.443041862669942,0.352905350109125,-1.9486170907928333,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,30,5.251432677179737,16.24370481392083,0.3232903292282969,-0.19849941811567273,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,35,4.218042831819368,11.527792806983255,0.36590203367154384,-1.033389845360369,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,40,4.985153747800216,12.37417556094375,0.4028675464678804,0.7671109159808482,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,45,5.002399569250966,10.31627116111342,0.48490384666382347,0.017245821450750043,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2907,50,2.964256237286595,10.211957110502427,0.2902730794117832,-2.038143331964371,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,55,3.3662592067948753,12.961395176452617,0.259714263855674,0.4020029695082803,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,60,3.250159340122242,21.187240366912285,0.15340173065662457,-0.11609986667263339,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,65,6.555687749892644,14.171231618919798,0.4626053631880693,3.305528409770402,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,70,5.124965161629859,16.22975639265628,0.3157758525536975,-1.4307225882627845,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,75,4.21965398689571,11.469190456891882,0.36791210353997594,-0.9053111747341491,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,80,4.031021444878366,10.151673101747802,0.3970795163000619,-0.18863254201734403,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,85,4.178717131901724,11.475494341625627,0.364142668498738,0.1476956870233579,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,90,3.705830988275651,11.586562824450901,0.319838682482721,-0.4728861436260732,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,95,3.7739565167754012,10.397540408495178,0.36296627553300376,0.0681255284997504,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2907,100,3.3806999356480096,12.187401324154148,0.27739300985746795,-0.3932565811273916,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,5,4.67394743988381,11.69254604344812,0.39973735596301896,0.0,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,10,5.914898501387499,13.055050734346569,0.453073574492206,1.2409510615036883,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,15,5.543797959827949,11.792443012925332,0.4701144583655451,-0.3711005415595494,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,20,5.3937153760467105,12.885486143188228,0.4185884270185677,-0.15008258378123873,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,25,6.798994361562294,15.443041862669942,0.4402626388002822,1.4052789855155838,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,30,6.679723755007411,16.24370481392083,0.41121922809646844,-0.11927060655488297,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,35,6.848206565152433,11.527792806983255,0.5940605178993117,0.1684828101450213,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,40,5.7582792542857915,12.37417556094375,0.465346497302049,-1.0899273108666412,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,45,5.558076224641529,10.31627116111342,0.5387679460765216,-0.2002030296442623,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,50,3.0292067115254446,10.211957110502427,0.29663331707592805,-2.5288695131160845,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,55,2.8087753820093444,12.961395176452617,0.21670316688685928,-0.22043132951610023,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,60,3.2163996331526117,21.187240366912285,0.15180833263097362,0.4076242511432673,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,65,4.46276464483923,14.171231618919798,0.3149172044355736,1.2463650116866183,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2908,70,5.052867780178012,16.22975639265628,0.3113335565815614,0.590103135338782,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2908,75,4.761703227601738,11.469190456891882,0.415173437523693,-0.2911645525762738,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,80,3.775690647425163,10.151673101747802,0.3719279186378752,-0.9860125801765753,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,85,4.003807616896251,11.475494341625627,0.34890066586264973,0.22811696947108784,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,90,4.221254516689492,11.586562824450901,0.3643232752151017,0.2174468997932415,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2908,95,3.266691213094167,10.397540408495178,0.314179227466638,-0.9545633035953252,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2908,100,2.984830861703488,12.187401324154148,0.24491118182740623,-0.2818603513906788,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,5,4.831810765447455,11.69254604344812,0.4132385493709425,0.0,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,10,2.532507345234682,13.055050734346569,0.19398678693541202,-2.2993034202127727,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,15,3.3685533424191276,11.792443012925332,0.2856535612448549,0.8360459971844456,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,20,3.5710631338773484,12.885486143188228,0.2771384093851323,0.2025097914582208,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2909,25,3.9753745353748267,15.443041862669942,0.2574217288748271,0.40431140149747824,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2909,30,3.1921412359529397,16.24370481392083,0.19651559004059713,-0.7832332994218869,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,35,2.1397811691525743,11.527792806983255,0.18561932930095232,-1.0523600668003654,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,40,6.813299051416294,12.37417556094375,0.5506063024449817,4.67351788226372,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,45,5.441275362540175,10.31627116111342,0.5274459421976754,-1.3720236888761193,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,50,4.832664489950444,10.211957110502427,0.4732358780649714,-0.6086108725897308,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,55,4.214256225132896,12.961395176452617,0.32513908940829694,-0.618408264817548,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,60,6.661718685278342,21.187240366912285,0.3144212540148373,2.447462460145446,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,65,5.130081530756659,14.171231618919798,0.3620067520389381,-1.5316371545216834,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,70,4.72694144677376,16.22975639265628,0.2912515340595395,-0.40314008398289847,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,75,3.5994111136272053,11.469190456891882,0.31383305797876127,-1.127530333146555,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,80,2.8018325430327002,10.151673101747802,0.27599712037125307,-0.7975785705945051,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,85,3.5554188699669647,11.475494341625627,0.3098270770846201,0.7535863269342644,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2909,90,3.945696562318142,11.586562824450901,0.34054072999040014,0.3902776923511775,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2909,95,4.686715856143265,10.397540408495178,0.4507523579628547,0.741019293825123,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2909,100,4.86793613368601,12.187401324154148,0.39942363463803165,0.18122027754274495,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2910,5,5.720128685885604,11.69254604344812,0.48921155962356544,0.0,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2910,10,6.722884347781683,13.055050734346569,0.5149642452246033,1.002755661896079,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2910,15,6.9621657142548266,11.792443012925332,0.5903921440725906,0.23928136647314346,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
2910,20,6.180804106253139,12.885486143188228,0.47967178246670605,-0.7813616080016876,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2910,25,5.157722965380606,15.443041862669942,0.3339836161325337,-1.0230811408725327,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2910,30,4.089209343201744,16.24370481392083,0.2517411754304534,-1.0685136221788625,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2910,35,4.237771022367065,11.527792806983255,0.36761339254813175,0.14856167916532126,정상,1,없음,정상 범위,blue,False,5,raw_ev_oes_rfm_recalculated
2910,40,4.9253712906904275,12.37417556094375,0.39803631898000813,0.6876002683233624,관찰,2,R2: 3연속 Q_score 상승,현재 진행률 기준 관찰,green,False,5,raw_ev_oes_rfm_recalculated
